release_date,title,character
"July 1, 1975",Invaders Vol 1 2,Steven Rogers (Earth-616)
"July 8, 1975",Captain America Vol 1 190,Steven Rogers (Earth-616)
"August 5, 1975",Invaders Vol 1 3,Steven Rogers (Earth-616)
"August 12, 1975",Captain America Vol 1 191,Steven Rogers (Earth-616)
"August 19, 1975",Avengers Vol 1 141,Steven Rogers (Earth-616)
"September 2, 1975",Giant-Size Captain America Vol 1 1,Steven Rogers (Earth-616)
"September 9, 1975",Captain America Vol 1 192,Steven Rogers (Earth-616)
"September 16, 1975",Avengers Vol 1 142,Steven Rogers (Earth-616)
"October 7, 1975",Invaders Vol 1 4,Steven Rogers (Earth-616)
"October 21, 1975",Avengers Vol 1 143,Steven Rogers (Earth-616)
"October 14, 1975",Captain America Vol 1 193,Steven Rogers (Earth-616)
"April 27, 1976",Captain America Annual Vol 1 3,Steven Rogers (Earth-616)
"November 11, 1975",Captain America Vol 1 194,Steven Rogers (Earth-616)
"November 18, 1975",Avengers Vol 1 144,Steven Rogers (Earth-616)
"December 2, 1975",Invaders Vol 1 5,Steven Rogers (Earth-616)
"December 9, 1975",Captain America Vol 1 195,Steven Rogers (Earth-616)
"December 16, 1975",Avengers Vol 1 145,Steven Rogers (Earth-616)
"January 13, 1976",Captain America Vol 1 196,Steven Rogers (Earth-616)
"January 13, 1976",Marvel Spotlight Vol 1 27,Steven Rogers (Earth-616)
"January 20, 1976",Avengers Vol 1 146,Steven Rogers (Earth-616)
"February 3, 1976",Invaders Vol 1 6,Steven Rogers (Earth-616)
"February 10, 1976",Captain America Vol 1 197,Steven Rogers (Earth-616)
"February 17, 1976",Avengers Vol 1 147,Steven Rogers (Earth-616)
"March 2, 1976",Marvel Premiere Vol 1 30,Steven Rogers (Earth-616)
"March 9, 1976",Captain America Vol 1 198,Steven Rogers (Earth-616)
"March 16, 1976",Avengers Vol 1 148,Steven Rogers (Earth-616)
"June 15, 1976",Captain America's Bicentennial Battles Vol 1 1,Steven Rogers (Earth-616)
"April 6, 1976",Invaders Vol 1 7,Steven Rogers (Earth-616)
"April 13, 1976",Captain America Vol 1 199,Steven Rogers (Earth-616)
"April 20, 1976",Avengers Vol 1 149,Steven Rogers (Earth-616)
"May 11, 1976",Captain America Vol 1 200,Steven Rogers (Earth-616)
"May 18, 1976",Avengers Vol 1 150,Steven Rogers (Earth-616)
"June 1, 1976",Invaders Vol 1 8,Steven Rogers (Earth-616)
"June 15, 1976",Avengers Vol 1 151,Steven Rogers (Earth-616)
"June 8, 1976",Captain America Vol 1 201,Steven Rogers (Earth-616)
"August 3, 1976",Thor Annual Vol 1 5,Steven Rogers (Earth-616)
"July 6, 1976",Invaders Vol 1 9,Steven Rogers (Earth-616)
"July 13, 1976",Captain America Vol 1 202,Steven Rogers (Earth-616)
"July 20, 1976",Avengers Vol 1 152,Steven Rogers (Earth-616)
"August 3, 1976",Invaders Vol 1 10,Steven Rogers (Earth-616)
"August 10, 1976",Avengers Annual Vol 1 6,Steven Rogers (Earth-616)
"August 10, 1976",Captain America Vol 1 203,Steven Rogers (Earth-616)
"August 17, 1976",Avengers Vol 1 153,Steven Rogers (Earth-616)
"September 7, 1976",Invaders Vol 1 11,Steven Rogers (Earth-616)
"September 7, 1976",Super-Villain Team-Up Vol 1 9,Steven Rogers (Earth-616)
"September 14, 1976",Captain America Vol 1 204,Steven Rogers (Earth-616)
"September 14, 1976",Ghost Rider Vol 2 21,Steven Rogers (Earth-616)
"September 21, 1976",Avengers Vol 1 154,Steven Rogers (Earth-616)
"September 28, 1976",Marvel Team-Up Vol 1 52,Steven Rogers (Earth-616)
"November 16, 1976",Marvel Treasury Edition Vol 1 13,Steven Rogers (Earth-616)
"October 5, 1976",Invaders Vol 1 12,Steven Rogers (Earth-616)
"October 12, 1976",Captain America Vol 1 205,Steven Rogers (Earth-616)
"October 19, 1976",Avengers Vol 1 155,Steven Rogers (Earth-616)
"November 2, 1976",Invaders Vol 1 13,Steven Rogers (Earth-616)
"November 2, 1976",Super-Villain Team-Up Vol 1 10,Steven Rogers (Earth-616)
"November 9, 1976",Captain America Vol 1 206,Steven Rogers (Earth-616)
"November 16, 1976",Avengers Vol 1 156,Steven Rogers (Earth-616)
"November 16, 1976",Defenders Vol 1 44,Steven Rogers (Earth-616)
"November 30, 1976",Invaders Vol 1 14,Steven Rogers (Earth-616)
"December 7, 1976",Captain America Vol 1 207,Steven Rogers (Earth-616)
"December 14, 1976",Avengers Vol 1 157,Steven Rogers (Earth-616)
"January 4, 1977",Invaders Vol 1 15,Steven Rogers (Earth-616)
"January 4, 1977",Iron Fist Vol 1 12,Steven Rogers (Earth-616)
"January 4, 1977",Super-Villain Team-Up Vol 1 11,Steven Rogers (Earth-616)
"January 11, 1977",Captain America Vol 1 208,Steven Rogers (Earth-616)
"January 18, 1977",Avengers Vol 1 158,Steven Rogers (Earth-616)
"January 25, 1977",Iron Man Vol 1 97,Steven Rogers (Earth-616)
"February 1, 1977",Invaders Vol 1 16,Steven Rogers (Earth-616)
"February 8, 1977",Captain America Vol 1 209,Steven Rogers (Earth-616)
"February 15, 1977",Avengers Vol 1 159,Steven Rogers (Earth-616)
"February 22, 1977",Captain Marvel Vol 1 50,Steven Rogers (Earth-616)
"March 1, 1977",Invaders Vol 1 17,Steven Rogers (Earth-616)
"March 1, 1977",Marvel Premiere Vol 1 36,Steven Rogers (Earth-616)
"March 1, 1977",Super-Villain Team-Up Vol 1 12,Steven Rogers (Earth-616)
"March 8, 1977",Captain America Vol 1 210,Steven Rogers (Earth-616)
"March 15, 1977",Avengers Vol 1 160,Steven Rogers (Earth-616)
"April 5, 1977",Invaders Vol 1 18,Steven Rogers (Earth-616)
"April 12, 1977",Captain America Vol 1 211,Steven Rogers (Earth-616)
"April 19, 1977",Avengers Vol 1 161,Steven Rogers (Earth-616)
"April 26, 1977",Captain Marvel Vol 1 51,Steven Rogers (Earth-616)
"May 3, 1977",Invaders Vol 1 19,Steven Rogers (Earth-616)
"May 10, 1977",Captain America Vol 1 212,Steven Rogers (Earth-616)
"May 17, 1977",Avengers Vol 1 162,Steven Rogers (Earth-616)
"June 14, 1977",Invaders Annual Vol 1 1,Steven Rogers (Earth-616)
"August 3, 1977",Avengers Annual Vol 1 7,Steven Rogers (Earth-616)
"June 7, 1977",Captain America Vol 1 213,Steven Rogers (Earth-616)
"May 31, 1977",Invaders Vol 1 20,Steven Rogers (Earth-616)
"June 21, 1977",Marvel Comics Super Special Vol 1 1,Steven Rogers (Earth-616)
"July 5, 1977",Invaders Vol 1 21,Steven Rogers (Earth-616)
"July 5, 1977",Super-Villain Team-Up Vol 1 14,Steven Rogers (Earth-616)
"July 12, 1977",Captain America Vol 1 214,Steven Rogers (Earth-616)
"July 19, 1977",Avengers Vol 1 164,Steven Rogers (Earth-616)
"May 24, 1977",Captain America Annual Vol 1 4,Steven Rogers (Earth-616)
"August 3, 1977",Invaders Vol 1 22,Steven Rogers (Earth-616)
"August 10, 1977",Captain America Vol 1 215,Steven Rogers (Earth-616)
"August 17, 1977",Avengers Vol 1 165,Steven Rogers (Earth-616)
"September 6, 1977",Invaders Vol 1 23,Steven Rogers (Earth-616)
"September 20, 1977",Avengers Vol 1 166,Steven Rogers (Earth-616)
"September 20, 1977",Marvel Two-In-One Annual Vol 1 2,Steven Rogers (Earth-616)
"September 20, 1977",X-Men Vol 1 108,Steven Rogers (Earth-616)
"October 11, 1977",Captain America Vol 1 217,Steven Rogers (Earth-616)
"October 18, 1977",Avengers Vol 1 167,Steven Rogers (Earth-616)
"November 1, 1977",Invaders Vol 1 25,Steven Rogers (Earth-616)
"November 8, 1977",Captain America Vol 1 218,Steven Rogers (Earth-616)
"November 15, 1977",Avengers Vol 1 168,Steven Rogers (Earth-616)
"December 13, 1977",Captain America Vol 1 219,Steven Rogers (Earth-616)
"December 20, 1977",Avengers Vol 1 169,Steven Rogers (Earth-616)
"December 20, 1977",Invaders Vol 1 26,Steven Rogers (Earth-616)
"January 10, 1978",Captain America Vol 1 220,Steven Rogers (Earth-616)
"January 17, 1978",Avengers Vol 1 170,Steven Rogers (Earth-616)
"January 17, 1978",Defenders Vol 1 58,Steven Rogers (Earth-616)
"January 17, 1978",Invaders Vol 1 27,Steven Rogers (Earth-616)
"February 2, 1978",Invaders Vol 1 28,Steven Rogers (Earth-616)
"February 7, 1978",Captain America Vol 1 221,Steven Rogers (Earth-616)
"February 14, 1978",Avengers Vol 1 171,Steven Rogers (Earth-616)
"February 7, 1978",Thor Vol 1 271,Steven Rogers (Earth-616)
"March 14, 1978",Captain America Vol 1 222,Steven Rogers (Earth-616)
"March 21, 1978",Avengers Vol 1 172,Steven Rogers (Earth-616)
"March 21, 1978",Invaders Vol 1 29,Steven Rogers (Earth-616)
"March 28, 1978",What If? Vol 1 9,Steven Rogers (Earth-616)
"April 11, 1978",Captain America Vol 1 223,Steven Rogers (Earth-616)
"April 18, 1978",Avengers Vol 1 173,Steven Rogers (Earth-616)
"April 18, 1978",Invaders Vol 1 30,Steven Rogers (Earth-616)
"April 25, 1978",Marvel Team-Up Vol 1 71,Steven Rogers (Earth-616)
"May 2, 1978",Marvel Two-In-One Vol 1 42,Steven Rogers (Earth-616)
"May 9, 1978",Captain America Vol 1 224,Steven Rogers (Earth-616)
"May 16, 1978",Avengers Vol 1 174,Steven Rogers (Earth-616)
"May 16, 1978",Invaders Vol 1 31,Steven Rogers (Earth-616)
"June 13, 1978",Captain America Vol 1 225,Steven Rogers (Earth-616)
"June 20, 1978",Invaders Vol 1 32,Steven Rogers (Earth-616)
"June 13, 1978",Marvel Two-In-One Vol 1 43,Steven Rogers (Earth-616)
"June 27, 1978",Avengers Vol 1 175,Steven Rogers (Earth-616)
"June 27, 1978",Iron Man Vol 1 114,Steven Rogers (Earth-616)
"July 11, 1978",Captain America Vol 1 226,Steven Rogers (Earth-616)
"July 18, 1978",Invaders Vol 1 33,Steven Rogers (Earth-616)
"July 25, 1978",Iron Man Vol 1 115,Steven Rogers (Earth-616)
"July 25, 1978",Avengers Vol 1 176,Steven Rogers (Earth-616)
"August 1, 1978",Daredevil Vol 1 155,Steven Rogers (Earth-616)
"August 8, 1978",Captain America Vol 1 227,Steven Rogers (Earth-616)
"August 15, 1978",Avengers Vol 1 177,Steven Rogers (Earth-616)
"August 15, 1978",Incredible Hulk Vol 1 229,Steven Rogers (Earth-616)
"August 15, 1978",Invaders Vol 1 34,Steven Rogers (Earth-616)
"September 12, 1978",Captain America Vol 1 228,Steven Rogers (Earth-616)
"September 12, 1978",Amazing Spider-Man Vol 1 187,Steven Rogers (Earth-616)
"September 19, 1978",Avengers Vol 1 178,Steven Rogers (Earth-616)
"September 19, 1978",Invaders Vol 1 35,Steven Rogers (Earth-616)
"October 3, 1978",Avengers Annual Vol 1 8,Steven Rogers (Earth-616)
"October 3, 1978",Daredevil Vol 1 156,Steven Rogers (Earth-616)
"October 10, 1978",Captain America Vol 1 229,Steven Rogers (Earth-616)
"October 17, 1978",Black Panther Vol 1 13,Steven Rogers (Earth-616)
"October 17, 1978",Invaders Vol 1 36,Steven Rogers (Earth-616)
"November 7, 1978",Captain America Vol 1 230,Steven Rogers (Earth-616)
"November 14, 1978",Incredible Hulk Vol 1 232,Steven Rogers (Earth-616)
"November 14, 1978",Invaders Vol 1 37,Steven Rogers (Earth-616)
"November 28, 1978",Daredevil Vol 1 157,Steven Rogers (Earth-616)
"December 5, 1978",Captain America Vol 1 231,Steven Rogers (Earth-616)
"December 12, 1978",Avengers Vol 1 181,Steven Rogers (Earth-616)
"December 12, 1978",Black Panther Vol 1 14,Steven Rogers (Earth-616)
"December 12, 1978",Invaders Vol 1 38,Steven Rogers (Earth-616)
"January 2, 1979",Spider-Woman Vol 1 13,Steven Rogers (Earth-616)
"January 9, 1979",Captain America Vol 1 232,Steven Rogers (Earth-616)
"January 16, 1979",Avengers Vol 1 182,Steven Rogers (Earth-616)
"January 16, 1979",Invaders Vol 1 39,Steven Rogers (Earth-616)
"February 6, 1979",Captain America Vol 1 233,Steven Rogers (Earth-616)
"February 13, 1979",Black Panther Vol 1 15,Steven Rogers (Earth-616)
"February 13, 1979",Avengers Vol 1 183,Steven Rogers (Earth-616)
"February 13, 1979",Invaders Vol 1 40,Steven Rogers (Earth-616)
"February 20, 1979",Iron Man Vol 1 122,Steven Rogers (Earth-616)
"February 20, 1979",Super-Villain Team-Up Vol 1 16,Steven Rogers (Earth-616)
"March 13, 1979",Captain America Vol 1 234,Steven Rogers (Earth-616)
"March 13, 1979",Doctor Strange Vol 2 35,Steven Rogers (Earth-616)
"March 20, 1979",Godzilla Vol 1 23,Steven Rogers (Earth-616)
"March 20, 1979",Avengers Vol 1 184,Steven Rogers (Earth-616)
"April 10, 1979",Captain America Vol 1 235,Steven Rogers (Earth-616)
"April 17, 1979",Avengers Vol 1 185,Steven Rogers (Earth-616)
"May 8, 1979",Captain America Vol 1 236,Steven Rogers (Earth-616)
"May 15, 1979",Avengers Vol 1 186,Steven Rogers (Earth-616)
"May 22, 1979",Iron Man Vol 1 125,Steven Rogers (Earth-616)
"May 22, 1979",Marvel Premiere Vol 1 49,Steven Rogers (Earth-616)
"May 22, 1979",Marvel Team-Up Vol 1 84,Steven Rogers (Earth-616)
"November 20, 1979",X-Men Annual Vol 1 3,Steven Rogers (Earth-616)
"June 12, 1979",Captain America Vol 1 237,Steven Rogers (Earth-616)
"June 19, 1979",Avengers Vol 1 187,Steven Rogers (Earth-616)
"June 19, 1979",Invaders Vol 1 41,Steven Rogers (Earth-616)
"July 24, 1979",Avengers Annual Vol 1 9,Steven Rogers (Earth-616)
"July 10, 1979",Captain America Vol 1 238,Steven Rogers (Earth-616)
"July 17, 1979",Avengers Vol 1 188,Steven Rogers (Earth-616)
"August 14, 1979",Captain America Vol 1 239,Steven Rogers (Earth-616)
"August 21, 1979",Avengers Vol 1 189,Steven Rogers (Earth-616)
"September 4, 1979",Marvel Two-In-One Vol 1 58,Steven Rogers (Earth-616)
"September 11, 1979",Captain America Vol 1 240,Steven Rogers (Earth-616)
"October 16, 1979",Fantastic Four Annual Vol 1 14,Steven Rogers (Earth-616)
"September 18, 1979",Avengers Vol 1 190,Steven Rogers (Earth-616)
"October 9, 1979",Captain America Vol 1 241,Steven Rogers (Earth-616)
"October 16, 1979",Avengers Vol 1 191,Steven Rogers (Earth-616)
"November 13, 1979",Captain America Vol 1 242,Steven Rogers (Earth-616)
"November 20, 1979",Avengers Vol 1 192,Steven Rogers (Earth-616)
"November 27, 1979",Fantastic Four Vol 1 215,Steven Rogers (Earth-616)
"December 11, 1979",Captain America Vol 1 243,Steven Rogers (Earth-616)
"December 11, 1979",Thor Vol 1 293,Steven Rogers (Earth-616)
"December 18, 1979",Avengers Vol 1 193,Steven Rogers (Earth-616)
"January 8, 1980",Captain America Vol 1 244,Steven Rogers (Earth-616)
"January 15, 1980",Avengers Vol 1 194,Steven Rogers (Earth-616)
"February 5, 1980",Daredevil Vol 1 164,Steven Rogers (Earth-616)
"February 12, 1980",Captain America Vol 1 245,Steven Rogers (Earth-616)
"February 19, 1980",Avengers Vol 1 195,Steven Rogers (Earth-616)
"March 18, 1980",Avengers Vol 1 196,Steven Rogers (Earth-616)
"March 11, 1980",Captain America Vol 1 246,Steven Rogers (Earth-616)
"March 25, 1980",Iron Man Vol 1 135,Steven Rogers (Earth-616)
"April 8, 1980",Captain America Vol 1 247,Steven Rogers (Earth-616)
"April 15, 1980",Avengers Vol 1 197,Steven Rogers (Earth-616)
"April 22, 1980",Fantastic Four Vol 1 220,Steven Rogers (Earth-616)
"May 6, 1980",Marvel Two-In-One Vol 1 66,Steven Rogers (Earth-616)
"May 13, 1980",Captain America Vol 1 248,Steven Rogers (Earth-616)
"May 20, 1980",Avengers Vol 1 198,Steven Rogers (Earth-616)
"June 10, 1980",Captain America Vol 1 249,Steven Rogers (Earth-616)
"June 17, 1980",Avengers Vol 1 199,Steven Rogers (Earth-616)
"June 24, 1980",Defenders Vol 1 87,Steven Rogers (Earth-616)
"July 8, 1980",Captain America Vol 1 250,Steven Rogers (Earth-616)
"August 5, 1980",Marvel Two-In-One Vol 1 69,Steven Rogers (Earth-616)
"July 15, 1980",Avengers Vol 1 200,Steven Rogers (Earth-616)
"August 12, 1980",Captain America Vol 1 251,Steven Rogers (Earth-616)
"August 19, 1980",Avengers Vol 1 201,Steven Rogers (Earth-616)
"September 9, 1980",Captain America Vol 1 252,Steven Rogers (Earth-616)
"September 16, 1980",Avengers Vol 1 202,Steven Rogers (Earth-616)
"October 14, 1980",Captain America Vol 1 253,Steven Rogers (Earth-616)
"October 21, 1980",Avengers Vol 1 203,Steven Rogers (Earth-616)
"November 11, 1980",Captain America Vol 1 254,Steven Rogers (Earth-616)
"November 18, 1980",Avengers Vol 1 204,Steven Rogers (Earth-616)
"December 2, 1980",Dazzler Vol 1 1,Steven Rogers (Earth-616)
"December 9, 1980",Captain America Vol 1 255,Steven Rogers (Earth-616)
"December 16, 1980",Avengers Vol 1 205,Steven Rogers (Earth-616)
"December 30, 1980",Dazzler Vol 1 2,Steven Rogers (Earth-616)
"January 6, 1981",Captain America Vol 1 256,Steven Rogers (Earth-616)
"January 6, 1981",Micronauts Vol 1 28,Steven Rogers (Earth-616)
"January 13, 1981",Avengers Vol 1 206,Steven Rogers (Earth-616)
"January 13, 1981",Incredible Hulk Vol 1 258,Steven Rogers (Earth-616)
"February 3, 1981",Marvel Two-In-One Vol 1 75,Steven Rogers (Earth-616)
"February 10, 1981",Captain America Vol 1 257,Steven Rogers (Earth-616)
"February 17, 1981",Avengers Vol 1 207,Steven Rogers (Earth-616)
"February 24, 1981",Fantastic Four Vol 1 230,Steven Rogers (Earth-616)
"March 10, 1981",Captain America Vol 1 258,Steven Rogers (Earth-616)
"March 17, 1981",Avengers Vol 1 208,Steven Rogers (Earth-616)
"March 24, 1981",Marvel Team-Up Vol 1 106,Steven Rogers (Earth-616)
"April 7, 1981",Captain America Vol 1 259,Steven Rogers (Earth-616)
"April 21, 1981",Iron Man Vol 1 148,Steven Rogers (Earth-616)
"May 5, 1981",Captain America Vol 1 260,Steven Rogers (Earth-616)
"May 12, 1981",Avengers Vol 1 210,Steven Rogers (Earth-616)
"May 19, 1981",Defenders Vol 1 98,Steven Rogers (Earth-616)
"June 2, 1981",Captain America Vol 1 261,Steven Rogers (Earth-616)
"June 9, 1981",Avengers Vol 1 211,Steven Rogers (Earth-616)
"June 16, 1981",Defenders Vol 1 99,Steven Rogers (Earth-616)
"July 7, 1981",Captain America Vol 1 262,Steven Rogers (Earth-616)
"July 14, 1981",Avengers Vol 1 212,Steven Rogers (Earth-616)
"July 14, 1981",Rom Vol 1 23,Steven Rogers (Earth-616)
"July 21, 1981",Captain America Annual Vol 1 5,Steven Rogers (Earth-616)
"July 21, 1981",What If? Vol 1 29,Steven Rogers (Earth-616)
"August 4, 1981",Avengers Annual Vol 1 10,Steven Rogers (Earth-616)
"August 4, 1981",Captain America Vol 1 263,Steven Rogers (Earth-616)
"August 11, 1981",Avengers Vol 1 213,Steven Rogers (Earth-616)
"August 25, 1981",Marvel Two-In-One Vol 1 82,Steven Rogers (Earth-616)
"September 1, 1981",Captain America Vol 1 264,Steven Rogers (Earth-616)
"September 8, 1981",Avengers Vol 1 214,Steven Rogers (Earth-616)
"October 6, 1981",Captain America Vol 1 265,Steven Rogers (Earth-616)
"October 13, 1981",Avengers Vol 1 215,Steven Rogers (Earth-616)
"October 27, 1981",Spider-Woman Vol 1 42,Steven Rogers (Earth-616)
"November 3, 1981",Captain America Vol 1 266,Steven Rogers (Earth-616)
"November 17, 1981",Avengers Vol 1 216,Steven Rogers (Earth-616)
"December 1, 1981",Captain America Vol 1 267,Steven Rogers (Earth-616)
"December 8, 1981",Avengers Vol 1 217,Steven Rogers (Earth-616)
"January 5, 1982",Captain America Vol 1 268,Steven Rogers (Earth-616)
"January 10, 1982",Death of Captain Marvel Vol 1 1,Steven Rogers (Earth-616)
"January 12, 1982",Avengers Vol 1 218,Steven Rogers (Earth-616)
"January 19, 1982",Defenders Vol 1 106,Steven Rogers (Earth-616)
"February 2, 1982",Captain America Vol 1 269,Steven Rogers (Earth-616)
"February 9, 1982",Avengers Vol 1 219,Steven Rogers (Earth-616)
"February 16, 1982",Defenders Vol 1 107,Steven Rogers (Earth-616)
"March 2, 1982",Captain America Vol 1 270,Steven Rogers (Earth-616)
"March 9, 1982",Avengers Vol 1 220,Steven Rogers (Earth-616)
"March 9, 1982",Fantastic Four Vol 1 243,Steven Rogers (Earth-616)
"March 9, 1982",Marvel Super Hero Contest of Champions Vol 1 1,Steven Rogers (Earth-616)
"March 30, 1982",Captain America Vol 1 271,Steven Rogers (Earth-616)
"March 30, 1982",Micronauts Vol 1 43,Steven Rogers (Earth-616)
"April 6, 1982",Avengers Vol 1 221,Steven Rogers (Earth-616)
"April 13, 1982",Fantastic Four Vol 1 244,Steven Rogers (Earth-616)
"May 4, 1982",Captain America Vol 1 272,Steven Rogers (Earth-616)
"May 11, 1982",Avengers Vol 1 222,Steven Rogers (Earth-616)
"May 18, 1982",Marvel Super Hero Contest of Champions Vol 1 3,Steven Rogers (Earth-616)
"June 1, 1982",Captain America Vol 1 273,Steven Rogers (Earth-616)
"June 8, 1982",Avengers Vol 1 223,Steven Rogers (Earth-616)
"June 22, 1982",Incredible Hulk Annual Vol 1 11,Steven Rogers (Earth-616)
"June 22, 1982",Marvel Two-In-One Annual Vol 1 7,Steven Rogers (Earth-616)
"June 22, 1982",Marvel Two-In-One Vol 1 92,Steven Rogers (Earth-616)
"July 6, 1982",Avengers Vol 1 224,Steven Rogers (Earth-616)
"June 29, 1982",Captain America Vol 1 274,Steven Rogers (Earth-616)
"August 31, 1982",Amazing Spider-Man Annual Vol 1 16,Steven Rogers (Earth-616)
"August 31, 1982",Avengers Annual Vol 1 11,Steven Rogers (Earth-616)
